description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
20 Perfect Emeralds + Prime Sigil = 1 Ascended Emerald + SoH	1				100					21	gpg,qty=20	gwh						gag																													std																																																										0
20 Perfect Rubies + Prime Sigil = 1 Ascended Ruby + SoH	1				100					21	gpr,qty=20	gwh						gar																													std																																																										0
20 Perfect Sapphires + Prime Sigil = 1 Ascended Sapphire + SoH	1				100					21	gpb,qty=20	gwh						gab																													std																																																										0
20 Perfect Topazes + Prime Sigil = 1 Ascended Topaz + SoH	1				100					21	gpy,qty=20	gwh						gay																													std																																																										0
20 Perfect Skulls + Prime Sigil = 1 Ascended Skull + SoH	1				100					21	skz,qty=20	gwh						ska																													std																																																										0
1 Zod + Standard Gem -> Cham Rune	1				100					2	r33,qty=1	gem2						r32																																																																																							0
1 Cham + Standard Gem -> Jah Rune	1				100					2	r32,qty=1	gem2						r31																																																																																							0
1 Jah + Standard Gem -> Ber Rune	1				100					2	r31,qty=1	gem2						r30																																																																																							0
1 Ber + Standard Gem -> Sur Rune	1				100					2	r30,qty=1	gem2						r29																																																																																							0
1 Sur + Standard Gem -> Lo  Rune	1				100					2	r29,qty=1	gem2						r28																																																																																							0
1 Lo + Standard Gem -> Ohm Rune	1				100					2	r28,qty=1	gem2						r27																																																																																							0
1 Ohm + Standard Gem -> Vex Rune	1				100					2	r27,qty=1	gem2						r26																																																																																							0
1 Vex + Standard Gem -> Gul Rune	1				100					2	r26,qty=1	gem2						r25																																																																																							0
1 Gul + Standard Gem -> Ist Rune	1				100					2	r25,qty=1	gem2						r24																																																																																							0
1 Ist + Standard Gem -> Mal Rune	1				100					2	r24,qty=1	gem2						r23																																																																																							0
1 Mal + Standard Gem -> Um Rune	1				100					2	r23,qty=1	gem2						r22																																																																																							0
1 Um + Standard Gem -> Pul Rune	1				100					2	r22,qty=1	gem2						r21																																																																																							0
1 Pul + Standard Gem -> Lem Rune	1				100					2	r21,qty=1	gem2						r20																																																																																							0
1 Lem + Standard Gem -> Fal Rune	1				100					2	r20,qty=1	gem2						r19																																																																																							0
1 Fal + Standard Gem -> Ko Rune	1				100					2	r19,qty=1	gem2						r18																																																																																							0
1 Ko + Standard Gem -> Lum Rune	1				100					2	r18,qty=1	gem2						r17																																																																																							0
1 Lum + Standard Gem -> Io Rune	1				100					2	r17,qty=1	gem2						r16																																																																																							0
1 Io + Standard Gem -> Hel Rune	1				100					2	r16,qty=1	gem2						r15																																																																																							0
1 Hel + Standard Gem -> Dol  Rune	1				100					2	r15,qty=1	gem2						r14																																																																																							0
1 Dol + Standard Gem -> Shael Rune	1				100					2	r14,qty=1	gem2						r13																																																																																							0
1 Shael + Standard Gem -> Sol Rune	1				100					2	r13,qty=1	gem2						r12																																																																																							0
1 Sol + Standard Gem -> Amn Rune	1				100					2	r12,qty=1	gem2						r11																																																																																							0
1 Amn + Standard Gem -> Thul Rune	1				100					2	r11,qty=1	gem2						r10																																																																																							0
1 Thul + Standard Gem -> Ort Rune	1				100					2	r10,qty=1	gem2						r09																																																																																							0
1 Ort + Standard Gem -> Ral Rune	1				100					2	r09,qty=1	gem2						r08																																																																																							0
1 Ral + Standard Gem -> Tal Rune	1				100					2	r08,qty=1	gem2						r07																																																																																							0
1 Tal + Standard Gem -> Ith Rune	1				100					2	r07,qty=1	gem2						r06																																																																																							0
1 Ith + Standard Gem -> Eth Rune	1				100					2	r06,qty=1	gem2						r05																																																																																							0
1 Eth + Standard Gem -> Nef Rune	1				100					2	r05,qty=1	gem2						r04																																																																																							0
1 Nef + Standard Gem -> Tir Rune	1				100					2	r04,qty=1	gem2						r03																																																																																							0
1 Tir + Standard Gem -> Eld Rune	1				100					2	r03,qty=1	gem2						r02																																																																																							0
1 Eld + Standard Gem -> El Rune	1				100					2	r02,qty=1	gem2						r01																																																																																							0
1 El + Standard Gem -> Rejuv	1				100					2	r01,qty=1	gem2						rvl																																																																																							0
3 El Runes -> Eld Rune	1				100					3	r01,qty=3							r02																																																																																							0
3 Eld Runes -> Tir Rune	1				100					3	r02,qty=3							r03																																																																																							0
3 Tir Runes -> Nef Rune	1				100					3	r03,qty=3							r04																																																																																							0
3 Nef Runes -> Eth Rune	1				100					3	r04,qty=3							r05																																																																																							0
3 Eth Runes -> Ith Rune	1				100					3	r05,qty=3							r06																																																																																							0
3 Ith Runes -> Tal Rune	1				100					3	r06,qty=3							r07																																																																																							0
3 Tal Runes -> Ral Rune	1				100					3	r07,qty=3							r08																																																																																							0
3 Ral Runes -> Ort Rune	1				100					3	r08,qty=3							r09																																																																																							0
3 Ort Runes -> Thul Rune	1				100					3	r09,qty=3							r10																																																																																							0
