ItemType	Code	Equiv1	Equiv2	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol	*skillID	*CTC	UICategory	RunewordCategory1	RunewordCategory2	Restricted
a223	a223			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	242	id 3 lev51				
a224	a224			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	243	id 3 lev52				
a225	a225			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	244	id 3 lev53				
a226	a226			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	245	id 3 lev54				
a227	a227			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	246	id 3 lev55				
a228	a228			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	247	id 3 lev56				
a229	a229			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	248	id 3 lev57				
a230	a230			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	249	id 3 lev58				
a231	a231			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	250	id 3 lev59				
a232	a232			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	251	id 3 lev60				
a233	a233			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	252	id 3 lev61				
a234	a234			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	253	id 3 lev62				
a235	a235			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	254	id 3 lev63				
a236	a236			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	255	id 4 lev0				
a237	a237			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	256	id 4 lev1				
a238	a238			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	257	id 4 lev2				
a239	a239			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	258	id 4 lev3				
a240	a240			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	259	id 4 lev4				
a241	a241			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	260	id 4 lev5				
a242	a242			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	261	id 4 lev6				
a243	a243			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	262	id 4 lev7				
a244	a244			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	263	id 4 lev8				
a245	a245			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	264	id 4 lev9				
a246	a246			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	265	id 4 lev10				
a247	a247			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	266	id 4 lev11				
a248	a248			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	267	id 4 lev12				
a249	a249			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	268	id 4 lev13				
a250	a250			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	269	id 4 lev14				
a251	a251			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	270	id 4 lev15				
a252	a252			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	271	id 4 lev16				
a253	a253			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	272	id 4 lev17				
a254	a254			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	273	id 4 lev18				
a255	a255			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	274	id 4 lev19				
a256	a256			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	275	id 4 lev20				
a257	a257			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	276	id 4 lev21				
a258	a258			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	277	id 4 lev22				
a259	a259			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	278	id 4 lev23				
a260	a260			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	279	id 4 lev24				
a261	a261			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	280	id 4 lev25				
a262	a262			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	281	id 4 lev26				
a263	a263			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	282	id 4 lev27				
a264	a264			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	283	id 4 lev28				
a265	a265			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	284	id 4 lev29				
a266	a266			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	285	id 4 lev30				
a267	a267			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	286	id 4 lev31				
a268	a268			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	287	id 4 lev32				
a269	a269			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	288	id 4 lev33				
a270	a270			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	289	id 4 lev34				
a271	a271			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	290	id 4 lev35				
a272	a272			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	291	id 4 lev36				
a273	a273			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	292	id 4 lev37				
a274	a274			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	293	id 4 lev38				
a275	a275			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	294	id 4 lev39				
a276	a276			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	295	id 4 lev40				
a277	a277			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	296	id 4 lev41				
a278	a278			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	297	id 4 lev42				
a279	a279			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	298	id 4 lev43				
a280	a280			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	299	id 4 lev44				
a281	a281			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	300	id 4 lev45				
a282	a282			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	301	id 4 lev46				
a283	a283			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	302	id 4 lev47				
a284	a284			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	303	id 4 lev48				
a285	a285			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	304	id 4 lev49				
a286	a286			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	305	id 4 lev50				
a287	a287			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	306	id 4 lev51				
a288	a288			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	307	id 4 lev52				
a289	a289			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	308	id 4 lev53				
a290	a290			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	309	id 4 lev54				
a291	a291			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	310	id 4 lev55				
a292	a292			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	311	id 4 lev56				
a293	a293			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	312	id 4 lev57				
a294	a294			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	313	id 4 lev58				
a295	a295			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	314	id 4 lev59				
a296	a296			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	315	id 4 lev60				
a297	a297			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	316	id 4 lev61				
a298	a298			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	317	id 4 lev62				
a299	a299			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	318	id 4 lev63				
a300	a300			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	319	id 5 lev0				
a301	a301			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	320	id 5 lev1				
a302	a302			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	321	id 5 lev2				
a303	a303			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	322	id 5 lev3				
a304	a304			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	323	id 5 lev4				
a305	a305			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	324	id 5 lev5				
a306	a306			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	325	id 5 lev6				
a307	a307			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	326	id 5 lev7				
a308	a308			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	327	id 5 lev8				
a309	a309			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	328	id 5 lev9				
a310	a310			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	329	id 5 lev10				
a311	a311			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	330	id 5 lev11				
a312	a312			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	331	id 5 lev12				
a313	a313			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	332	id 5 lev13				
a314	a314			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	333	id 5 lev14				
a315	a315			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	334	id 5 lev15				
a316	a316			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	335	id 5 lev16				
a317	a317			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	336	id 5 lev17				
a318	a318			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	337	id 5 lev18				
a319	a319			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	338	id 5 lev19				
a320	a320			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	339	id 5 lev20				
a321	a321			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	340	id 5 lev21				
a322	a322			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	341	id 5 lev22				
a323	a323			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	342	id 5 lev23				
a324	a324			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	343	id 5 lev24				
a325	a325			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	344	id 5 lev25				
a326	a326			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	345	id 5 lev26				
a327	a327			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	346	id 5 lev27				
a328	a328			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	347	id 5 lev28				
a329	a329			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	348	id 5 lev29				
a330	a330			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	349	id 5 lev30				
a331	a331			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	350	id 5 lev31				
a332	a332			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	351	id 5 lev32				
a333	a333			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	352	id 5 lev33				
a334	a334			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	353	id 5 lev34				
a335	a335			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	354	id 5 lev35				
a336	a336			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	355	id 5 lev36				
a337	a337			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	356	id 5 lev37				
a338	a338			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	357	id 5 lev38				
a339	a339			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	358	id 5 lev39				
a340	a340			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	359	id 5 lev40				
a341	a341			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	360	id 5 lev41				
a342	a342			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	361	id 5 lev42				
a343	a343			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	362	id 5 lev43				
a344	a344			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	363	id 5 lev44				
a345	a345			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	364	id 5 lev45				
a346	a346			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	365	id 5 lev46				
a347	a347			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	366	id 5 lev47				
a348	a348			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	367	id 5 lev48				
a349	a349			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	368	id 5 lev49				
a350	a350			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	369	id 5 lev50				
a351	a351			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	370	id 5 lev51				
a352	a352			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	371	id 5 lev52				
a353	a353			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	372	id 5 lev53				
a354	a354			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	373	id 5 lev54				
a355	a355			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	374	id 5 lev55				
a356	a356			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	375	id 5 lev56				
a357	a357			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	376	id 5 lev57				
a358	a358			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	377	id 5 lev58				
a359	a359			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	378	id 5 lev59				
a360	a360			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	379	id 5 lev60				
a361	a361			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	380	id 5 lev61				
a362	a362			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	381	id 5 lev62				
a363	a363			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	382	id 5 lev63				
a364	a364			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	383	id 6 lev0				
a365	a365			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	384	id 6 lev1				
a366	a366			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	385	id 6 lev2				
a367	a367			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	386	id 6 lev3				
a368	a368			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	387	id 6 lev4				
a369	a369			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	388	id 6 lev5				
a370	a370			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	389	id 6 lev6				
a371	a371			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	390	id 6 lev7				
a372	a372			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	391	id 6 lev8				
a373	a373			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	392	id 6 lev9				
a374	a374			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	393	id 6 lev10				
a375	a375			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	394	id 6 lev11				
a376	a376			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	395	id 6 lev12				
a377	a377			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	396	id 6 lev13				
a378	a378			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	397	id 6 lev14				
a379	a379			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	398	id 6 lev15				
a380	a380			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	399	id 6 lev16				
a381	a381			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	400	id 6 lev17				
a382	a382			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	401	id 6 lev18				
a383	a383			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	402	id 6 lev19				
a384	a384			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	403	id 6 lev20				
a385	a385			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	404	id 6 lev21				
a386	a386			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	405	id 6 lev22				
a387	a387			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	406	id 6 lev23				
a388	a388			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	407	id 6 lev24				
a389	a389			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	408	id 6 lev25				
a390	a390			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	409	id 6 lev26				
a391	a391			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	410	id 6 lev27				
a392	a392			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	411	id 6 lev28				
a393	a393			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	412	id 6 lev29				
a394	a394			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	413	id 6 lev30				
a395	a395			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	414	id 6 lev31				
a396	a396			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	415	id 6 lev32				
a397	a397			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	416	id 6 lev33				
a398	a398			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	417	id 6 lev34				
a399	a399			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	418	id 6 lev35				
a400	a400			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	419	id 6 lev36				
a401	a401			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	420	id 6 lev37				
a402	a402			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	421	id 6 lev38				
a403	a403			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	422	id 6 lev39				
a404	a404			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	423	id 6 lev40				
a405	a405			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	424	id 6 lev41				
a406	a406			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	425	id 6 lev42				
a407	a407			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	426	id 6 lev43				
a408	a408			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	427	id 6 lev44				
a409	a409			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	428	id 6 lev45				
a410	a410			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	429	id 6 lev46				
a411	a411			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	430	id 6 lev47				
a412	a412			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	431	id 6 lev48				
a413	a413			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	432	id 6 lev49				
a414	a414			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	433	id 6 lev50				
a415	a415			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	434	id 6 lev51				
a416	a416			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	435	id 6 lev52				
a417	a417			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	436	id 6 lev53				
a418	a418			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	437	id 6 lev54				
a419	a419			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	438	id 6 lev55				
a420	a420			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	439	id 6 lev56				
a421	a421			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	440	id 6 lev57				
a422	a422			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	441	id 6 lev58				
a423	a423			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	442	id 6 lev59				
a424	a424			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	443	id 6 lev60				
a425	a425			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	444	id 6 lev61				
a426	a426			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	445	id 6 lev62				
a427	a427			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	446	id 6 lev63				
a428	a428			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	447	id 7 lev0				
a429	a429			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	448	id 7 lev1				
a430	a430			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	449	id 7 lev2				
a431	a431			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	450	id 7 lev3				
a432	a432			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	451	id 7 lev4				
a433	a433			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	452	id 7 lev5				
a434	a434			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	453	id 7 lev6				
a435	a435			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	454	id 7 lev7				
a436	a436			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	455	id 7 lev8				
a437	a437			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	456	id 7 lev9				
a438	a438			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	457	id 7 lev10				
a439	a439			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	458	id 7 lev11				
a440	a440			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	459	id 7 lev12				
a441	a441			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	460	id 7 lev13				
a442	a442			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	461	id 7 lev14				
a443	a443			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	462	id 7 lev15				
a444	a444			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	463	id 7 lev16				
a445	a445			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	464	id 7 lev17				
a446	a446			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	465	id 7 lev18				
a447	a447			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	466	id 7 lev19				
a448	a448			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	467	id 7 lev20				
a449	a449			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	468	id 7 lev21				
a450	a450			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	469	id 7 lev22				
a451	a451			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	470	id 7 lev23				
a452	a452			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	471	id 7 lev24				
a453	a453			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	472	id 7 lev25				
a454	a454			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	473	id 7 lev26				
a455	a455			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	474	id 7 lev27				
a456	a456			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	475	id 7 lev28				
a457	a457			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	476	id 7 lev29				
a458	a458			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	477	id 7 lev30				
a459	a459			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	478	id 7 lev31				
a460	a460			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	479	id 7 lev32				
a461	a461			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	480	id 7 lev33				
a462	a462			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	481	id 7 lev34				
a463	a463			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	482	id 7 lev35				
a464	a464			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	483	id 7 lev36				
a465	a465			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	484	id 7 lev37				
a466	a466			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	485	id 7 lev38				
a467	a467			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	486	id 7 lev39				
a468	a468			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	487	id 7 lev40				
a469	a469			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	488	id 7 lev41				
a470	a470			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	489	id 7 lev42				
a471	a471			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	490	id 7 lev43				
a472	a472			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	491	id 7 lev44				
a473	a473			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	492	id 7 lev45				
a474	a474			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	493	id 7 lev46				
a475	a475			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	494	id 7 lev47				
a476	a476			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0	495	id 7 lev48				
