description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
27 Flawed Amethysts + Thawing = 3 Flawless Amethysts	1				100					28	gfv,qty=27	wms						gzv																													gzv																													gzv																													0
27 Flawed Rubies + Thawing = 3 Flawless Rubies	1				100					28	gfr,qty=27	wms						glr																													glr																													glr																													0
27 Flawed Sapphires + Thawing = 3 Flawless Sapphires	1				100					28	gfb,qty=27	wms						glb																													glb																													glb																													0
27 Flawed Topazes + Thawing = 3 Flawless Topazes	1				100					28	gfy,qty=27	wms						gly																													gly																													gly																													0
27 Flawed Emeralds + Thawing = 3 Flawless Emeralds	1				100					28	gfg,qty=27	wms						glg																													glg																													glg																													0
27 Flawed Diamonds + Thawing = 3 Flawless Diamonds	1				100					28	gfw,qty=27	wms						glw																													glw																													glw																													0
27 Flawed Skulls + Thawing = 3 Flawless Skulls	1				100					28	skf,qty=27	wms						skl																													skl																													skl																													0
27 Standard Amethysts + Thawing = 3 Perfect Amethysts	1				100					28	gsv,qty=27	wms						gpv																													gpv																													gpv																													0
27 Standard Rubies + Thawing = 3 Perfect Rubies	1				100					28	gsr,qty=27	wms						gpr																													gpr																													gpr																													0
27 Standard Sapphires + Thawing = 3 Perfect Sapphires	1				100					28	gsb,qty=27	wms						gpb																													gpb																													gpb																													0
27 Standard Topazes + Thawing = 3 Perfect Topazes	1				100					28	gsy,qty=27	wms						gpy																													gpy																													gpy																													0
27 Standard Emeralds + Thawing = 3 Perfect Emeralds	1				100					28	gsg,qty=27	wms						gpg																													gpg																													gpg																													0
27 Standard Diamonds + Thawing = 3 Perfect Diamonds	1				100					28	gsw,qty=27	wms						gpw																													gpw																													gpw																													0
27 Standard Skulls + Thawing = 3 Perfect Skulls	1				100					28	sku,qty=27	wms						skz																													skz																													skz																													0
3 Perfect Gems + Thawing Potion + 1 Standard Amethyst -> 3 Perfect Amethyst	1				100					5	gem4,qty=3	wms	gsv					gpv																													gpv																													gpv																													0
3 Perfect Gems + Thawing Potion + 1 Standard Diamond -> 3 Perfect Diamonds	1				100					5	gem4,qty=3	wms	gsw					gpw																													gpw																													gpw																													0
3 Perfect Gems + Thawing Potion + 1 Standard Emerald -> 3 Perfect Emeralds	1				100					5	gem4,qty=3	wms	gsg					gpg																													gpg																													gpg																													0
3 Perfect Gems + Thawing Potion + 1 Standard Ruby -> 3 Perfect Rubies	1				100					5	gem4,qty=3	wms	gsr					gpr																													gpr																													gpr																													0
3 Perfect Gems + Thawing Potion + 1 Standard Sapphire -> 3 Perfect Sapphires	1				100					5	gem4,qty=3	wms	gsb					gpb																													gpb																													gpb																													0
3 Perfect Gems + Thawing Potion + 1 Standard Topaz -> 3 Perfect Topazes	1				100					5	gem4,qty=3	wms	gsy					gpy																													gpy																													gpy																													0
3 Perfect Gems + Thawing Potion + 1 Standard Skull -> 3 Perfect Skulls	1				100					5	gem4,qty=3	wms	sku					skz																													skz																													skz																													0
20 Perfect Amethysts + Prime Sigil = 1 Ascended Amethyst + SoH	1				100					21	gpv,qty=20	gwh						gav																													std																																																										0
20 Perfect Diamonds + Prime Sigil = 1 Ascended Diamond + SoH	1				100					21	gpw,qty=20	gwh						gaw																													std																																																										0
20 Perfect Emeralds + Prime Sigil = 1 Ascended Emerald + SoH	1				100					21	gpg,qty=20	gwh						gag																													std																																																										0
20 Perfect Rubies + Prime Sigil = 1 Ascended Ruby + SoH	1				100					21	gpr,qty=20	gwh						gar																													std																																																										0
20 Perfect Sapphires + Prime Sigil = 1 Ascended Sapphire + SoH	1				100					21	gpb,qty=20	gwh						gab																													std																																																										0
20 Perfect Topazes + Prime Sigil = 1 Ascended Topaz + SoH	1				100					21	gpy,qty=20	gwh						gay																													std																																																										0
20 Perfect Skulls + Prime Sigil = 1 Ascended Skull + SoH	1				100					21	skz,qty=20	gwh						ska																													std																																																										0
1 Zod + Standard Gem -> Cham Rune	1				100					2	r33,qty=1	gem2						r32																																																																																							0
1 Cham + Standard Gem -> Jah Rune	1				100					2	r32,qty=1	gem2						r31																																																																																							0
1 Jah + Standard Gem -> Ber Rune	1				100					2	r31,qty=1	gem2						r30																																																																																							0
1 Ber + Standard Gem -> Sur Rune	1				100					2	r30,qty=1	gem2						r29																																																																																							0
1 Sur + Standard Gem -> Lo  Rune	1				100					2	r29,qty=1	gem2						r28																																																																																							0
1 Lo + Standard Gem -> Ohm Rune	1				100					2	r28,qty=1	gem2						r27																																																																																							0
1 Ohm + Standard Gem -> Vex Rune	1				100					2	r27,qty=1	gem2						r26																																																																																							0
1 Vex + Standard Gem -> Gul Rune	1				100					2	r26,qty=1	gem2						r25																																																																																							0
1 Gul + Standard Gem -> Ist Rune	1				100					2	r25,qty=1	gem2						r24																																																																																							0
1 Ist + Standard Gem -> Mal Rune	1				100					2	r24,qty=1	gem2						r23																																																																																							0
1 Mal + Standard Gem -> Um Rune	1				100					2	r23,qty=1	gem2						r22																																																																																							0
1 Um + Standard Gem -> Pul Rune	1				100					2	r22,qty=1	gem2						r21																																																																																							0
1 Pul + Standard Gem -> Lem Rune	1				100					2	r21,qty=1	gem2						r20																																																																																							0
